text,person,fiction_or_not
"West has been nominated for 75 Grammys, out of which he has won 24.[483] He has been the most nominated act at five ceremonies,[484] and has received the fourth-most wins overall in the 2000s.[485] In 2008, West became the first solo artist to have his first three albums receive nominations for Album of the Year.[486] West has won a Webby Award for Artist of the Year,[487] an Accessories Council Excellence Award for being a stylemaker,[488] International Man of the Year at the GQ Awards,[489] a Clio Award for The Life of Pablo Album Experience,[490] and an honour by The Recording Academy.[491] West is one of eight acts to have won the Billboard Artist Achievement Award.[492] In 2015, he became the third rap act to win the Michael Jackson Video Vanguard Award.[7]",kanye.txt,True
"West's first six solo studio albums were included on Rolling Stone's 2020 list of the 500 Greatest Albums of All Time.[493] Entertainment Weekly named The College Dropout the best album of the 2000s,[494] Complex named Graduation the best album released between 2002 and 2012,[495] 808s & Heartbreak was named by Rolling Stone as one of the 40 most groundbreaking albums of all time,[496] The A.V. Club named My Beautiful Dark Twisted Fantasy the best album of the 2010s,[497] Yeezus was the most critically acclaimed album of 2013 according to Metacritic,[498] and The Life of Pablo was the first album to top the Billboard 200, go platinum in the U.S., and go gold in the UK, via streaming alone.[499][500]",kanye.txt,True
Discography,kanye.txt,True
"Marshall Bruce Mathers III (born October 17, 1972), known professionally as Eminem (stylized as EMINƎM), is an American rapper, music producer and songwriter. He is credited with popularizing hip hop in Middle America and is regarded as one of the greatest rappers of all time.[3] His global success is considered to have broken racial barriers to the acceptance of white rappers in popular music. While much of his transgressive work during the late 1990s and early 2000s made him a controversial figure, he came to be a representation of popular angst of the American underclass and has been cited as influencing many musical artists. His most successful songs on the US Billboard Hot 100 include ""The Real Slim Shady"", ""Without Me"", ""Lose Yourself"", ""Not Afraid"", ""Love the Way You Lie"", ""The Monster"", ""Godzilla"" and ""Houdini"".",eminem.txt,True
"After the release of his debut album Infinite (1996) and the extended play Slim Shady EP (1997), Eminem signed with Dr. Dre's Aftermath Entertainment and subsequently achieved mainstream popularity in 1999 with The Slim Shady LP. His next two releases, The Marshall Mathers LP (2000) and The Eminem Show (2002), were worldwide successes and were nominated for the Grammy Award for Album of the Year, the latter becoming the best-selling album worldwide of 2002. After the release of his next album, Encore (2004), Eminem went on hiatus, largely due to a prescription drug addiction.[4] He returned to the music industry with the releases of Relapse (2009) and Recovery (2010), the latter becoming the best-selling album worldwide of 2010. He then released the US number-one albums The Marshall Mathers LP 2 (2013), Revival (2017), Kamikaze (2018), Music to Be Murdered By (2020), and The Death of Slim Shady (Coup de Grâce) (2024).",eminem.txt,True
"Eminem was also a member of the hip hop groups “New Jacks”, “Soul Intent”, “Outsidaz” and “D12”, and has collaborated with fellow Detroit-based rapper Royce da 5'9"" as the duo Bad Meets Evil. Eminem played a dramatized version of himself in the 2002 musical drama film 8 Mile. ""Lose Yourself"", a song from its soundtrack, topped the Billboard Hot 100 for 12 weeks—the most for a solo rap song—and won the Academy Award for Best Original Song, making him the first hip hop artist ever to win the award.[5] He also co-founded Shady Records, which helped launch the careers of artists such as D12, 50 Cent, and Obie Trice, and established his own Sirius XM Radio channel, Shade 45.",eminem.txt,True
"Eminem is among the best-selling music artists of all time, with estimated worldwide sales of over 220 million records. He was the best-selling music artist in the United States for the 2000s, placing third for the 2010s. He was the first artist to have ten albums consecutively debut at number one on the Billboard 200 chart,[6] and has had five number-one singles on the Billboard Hot 100.[7] The Marshall Mathers LP, The Eminem Show, Curtain Call: The Hits (2005), ""Lose Yourself"", ""Love the Way You Lie"", and ""Not Afraid"" have all been certified Diamond or higher by the Recording Industry Association of America (RIAA).[8] He has won numerous awards, including 15 Grammy Awards, eight American Music Awards, 17 Billboard Music Awards, a Primetime Emmy Award, and an MTV Europe Music Global Icon Award. Billboard named him the ""Artist of the Decade (2000–2009)"", and Rolling Stone named him one of the ""100 Greatest Artists of All Time"" and ""100 Greatest Songwriters of All Time"". In 2022, he was inducted into the Rock and Roll Hall of Fame.[9]",eminem.txt,True
Early life,eminem.txt,True
"Marshall Bruce Mathers III was born on October 17, 1972, in St. Joseph, Missouri, the only child of Marshall Bruce Mathers Jr. and Deborah Rae ""Debbie"" (née Nelson).[10][11] His mother nearly died during her 73-hour labor with him.[12]: 1  Eminem's parents were in a band called Daddy Warbucks, playing in Ramada Inns along the Dakotas–Montana border before they separated. His father abandoned his family when Eminem was a year and a half old, and Eminem was raised only by his mother, Debbie, in poverty.[10] He wrote letters to his father, but Debbie said that they all came back marked ""return to sender"".[13] His mother later had a son named Nathan ""Nate"" Kane Samara.[14]",eminem.txt,True
Eminem lived near 8 Mile Road in Detroit,eminem.txt,True
"By age of twelve, Eminem and his mother shuttled between states, rarely staying in one house for more than a year or two and mostly living with family members, moved several times and lived in several towns and cities in Missouri (including St. Joseph, Savannah, and Kansas City) and Metro Detroit (Warren and Roseville)[15] before settling in the city of Detroit.[16] For much of his youth, Eminem and his mother lived in a working-class, primarily black, Detroit neighborhood. He and Debbie were one of three white households on their block, and Eminem was beaten several times by black youths.[13]",eminem.txt,True
"Eminem frequently fought with his mother, whom a social worker described as her having a ""very suspicious, almost paranoid personality"".[12]: 3  When he was a child, a bully named D'Angelo Bailey severely injured Eminem's head in an assault,[17] an incident which Eminem later recounted (with comic exaggeration) on the song ""Brain Damage"". Debbie filed a lawsuit against the public school for this in 1982. The suit was dismissed the following year by a Macomb County, Michigan, judge, who said the schools were immune from lawsuits.[12]: 2",eminem.txt,True
"Eminem was interested in storytelling, aspiring to be a comic book artist before discovering hip hop.[18] He heard his first rap song (""Reckless"", featuring Ice-T) on the Breakin' soundtrack, a gift from Debbie's half-brother, Ronnie Polkingharn. His uncle was close to the boy and later became a musical mentor to him. When Polkingharn committed suicide in 1991, Eminem stopped speaking publicly for days and did not attend his funeral.[13][19]",eminem.txt,True
"At age 14, Eminem began rapping with high-school friend Mike Ruby; they adopted the names ""Manix"" and ""M&M"", the latter evolving into ""Eminem"".[19][12]: 4  Eminem snuck into neighboring Osborn High School with friend and fellow rapper Proof for lunchroom freestyle rap battles.[20] On Saturdays, they attended open mic contests at the Hip-Hop Shop on West 7 Mile Road, considered ""ground zero"" for the Detroit rap scene.[13] Struggling to succeed in a predominantly black industry, Eminem was appreciated by underground hip hop audiences.[19][21][22] When he wrote verses, he wanted most of the words to rhyme; he wrote long words or phrases on paper and, underneath, worked on rhymes for each syllable. Although the words often made little sense, the drill helped Eminem practice sounds and rhymes.[23]",eminem.txt,True
"In 1987, Debbie allowed runaway Kimberly Anne ""Kim"" Scott to stay at their home. Several years later, Eminem began an on-and-off relationship with Scott.[12]: 4  After spending three years in ninth grade due to truancy and poor grades,[24] he dropped out of Lincoln High School at age 17. Although interested in English, Eminem never explored literature (preferring comic books) and he disliked math and social studies.[23] Eminem worked at several jobs to help his mother pay the bills, one of which was at Little Caesar's Pizza in Warren.[25] He later said she often threw him out of the house anyway, often after taking most of his paycheck. When she left to play bingo, he would blast the stereo and write songs.[13]",eminem.txt,True
Music career,eminem.txt,True
"1988–1997: early career, Infinite and family struggles",eminem.txt,True
"In 1988, he went by the stage name MC Double M and formed his first group, New Jacks, and made a self-titled demo tape with DJ Butter Fingers.[1][26][27] In 1989, they later joined Bassmint Productions who later changed their name to Soul Intent in 1992 with rapper Proof and other childhood friends.[28] They released a self-titled EP in 1995 featuring Proof.[19] Eminem also made his first music video appearance in 1992 in a song titled, ""Do-Da-Dippity"", by Champtown. Later in 1996, Eminem and Proof teamed up with four other rappers to form The Dirty Dozen (D12), who released The Underground E.P. in 1997 and their first album Devil's Night in 2001.[13] He was also affiliated with Newark's rap collective Outsidaz, collaborating with them on different projects.[29]",eminem.txt,True
"In 1995 Eminem was signed to Jeff and Mark Bass' F.B.T. Productions and in 1995-1996 recorded his debut album Infinite for their independent Web Entertainment label.[30] The album was a commercial failure upon its release in 1996.[31] One lyrical subject of Infinite was his struggle to raise his newborn daughter, Hailie Jade Scott Mathers, on little money. During this period, Eminem's rhyming style, primarily inspired by rappers Nas, Esham and AZ, lacked the comically violent slant for which he later became known.[32] Detroit disc jockeys largely ignored Infinite and the feedback Eminem did receive (""Why don't you go into rock and roll?"") led him to craft angrier, moodier tracks.[13]",eminem.txt,True
"At this time Eminem and Kim Scott lived in a crime-ridden neighborhood where their house was robbed several times.[13] Eminem cooked and washed dishes for minimum wage at Gilbert's Lodge, a family-style restaurant at St. Clair Shores.[33] His former boss described him as becoming a model employee, as he worked 60 hours a week for six months after Hailie's birth.[12]: 4  He was fired shortly before Christmas and later said, ""It was, like, five days before Christmas, which is Hailie's birthday. I had, like, forty dollars to get her something.""[13] After the release of Infinite, his personal problems and substance abuse culminated in a suicide attempt.[19] By March 1997 he was fired from Gilbert's Lodge for the last time and lived in his mother's mobile home with Kim and Hailie.[12]: 4",eminem.txt,True
"1997–1999: introduction of Slim Shady, The Slim Shady LP and rise to success",eminem.txt,True
"Eminem and Proof performing at Juice Jam in Munich, Germany, in 1999",eminem.txt,True
"Eminem attracted more attention when he developed Slim Shady, a sadistic, violent alter ego. The character allowed him to express his anger with lyrics about drugs, rape and murder.[12]: 4  In the spring of 1997 he recorded his debut EP, the Slim Shady EP, which was released that winter by Web Entertainment.[13] The EP, with frequent references to drug use, sexual acts, mental instability and violence, also explored the more-serious themes of dealing with poverty and marital and family difficulties and revealed his direct, self-deprecating response to criticism.[19] Hip hop magazine The Source featured Eminem in its ""Unsigned Hype"" column in March 1998.[34]",eminem.txt,True
"After he was fired from his job and evicted from his home, Eminem went to Los Angeles to compete in the 1997 Rap Olympics, a nationwide battle rap competition. He placed second, losing to Project Blowed MC Otherwize.[35] An Interscope Records intern named Dean Geistlinger was in attendance and asked Eminem for a copy of the Slim Shady EP, which was then sent to company CEO Jimmy Iovine.[36] Iovine played the tape for record producer Dr. Dre, founder of Aftermath Entertainment and founding member of hip hop group N.W.A. Dre recalled, ""In my entire career in the music industry, I have never found anything from a demo tape or a CD. When Jimmy played this, I said, 'Find him. Now.'"" Dre would later state on the fourth and last episode of The Defiant Ones, ""I was like: what the fuck!?, and who the fuck is that?"" expressing his shock towards Mathers's rapping talent. Although his associates criticized him for hiring a white rapper, Dre was confident in his decision: ""I don't give a fuck if you're purple; if you can kick it, I'm working with you.""[13] Eminem had idolized Dre since listening to N.W.A as a teenager and was nervous about working with him on an album: ""I didn't want to be starstruck or kiss his ass too much ... I'm just a little white boy from Detroit. I had never seen stars let alone Dr. Dre.""[37] He became more comfortable working with Dre after a series of productive recording sessions.[38] . In March 9, 1998 Eminem get signed to Aftermath and Interscope.[39]",eminem.txt,True
"Eminem released The Slim Shady LP in February 1999. Although it was one of the year's most popular albums (certified triple platinum by the end of the year),[40] he was accused of imitating the style and subject matter of underground rapper Cage.[41][42] The album's popularity was accompanied by controversy over its lyrics; in ""'97 Bonnie & Clyde"" Eminem describes a trip with his infant daughter when he disposes of his wife's body and in ""Guilty Conscience"" which encourages a man to murder his wife and her lover. ""Guilty Conscience"" marked the beginning of a friendship and musical bond between Dr. Dre and Eminem. The label-mates later collaborated on a number of hit songs (""Forgot About Dre"" and ""What's the Difference"" while also providing uncredited vocals on ""The Watcher"" from Dr. Dre's album 2001, ""Bitch Please II"" from The Marshall Mathers LP, ""Say What You Say"" from The Eminem Show, ""Encore/Curtains Down"" from Encore and ""Old Time's Sake"" and ""Crack a Bottle"" from Relapse) and Dre made at least one guest appearance on each of Eminem's Aftermath albums.[43] The Slim Shady LP has been certified quadruple platinum by the RIAA.[44]",eminem.txt,True
1999–2003: The Marshall Mathers LP and The Eminem Show,eminem.txt,True
Eminem at the ARCO Arena for the Up in Smoke Tour in June 2000,eminem.txt,True
"After Eminem released The Slim Shady LP, he started his own record label, Shady Records, in late 1999. Eminem looked for an avenue to release D12, and his manager Paul Rosenberg was keen to start a label, which led to the two teaming up to form Shady.[45] Its A&R Marc Labelle has defined the record label as ""a boutique label but [with] all the outlets of a major [and] Interscope backing up our every move.""[46]",eminem.txt,True
"Recorded from 1999 to 2000,[47] The Marshall Mathers LP was released in May 2000. It sold 1.76 million copies in its first week, breaking US records held by Snoop Dogg's Doggystyle for fastest-selling hip hop album and Britney Spears' ...Baby One More Time for fastest-selling solo album.[48][49] The first single from the album, ""The Real Slim Shady"", was a success despite controversies about Eminem's insults and dubious claims about celebrities (for example, that Christina Aguilera had performed oral sex on Carson Daly and Fred Durst).[50] In his second single, ""The Way I Am"", he reveals the pressure from his record company to top ""My Name Is"". Although Eminem parodied shock rocker Marilyn Manson in the music video for ""My Name Is"", they are reportedly on good terms; Manson is mentioned in ""The Way I Am"", appeared in its music video and has performed a live remix of the song with Eminem.[51] In the third single, ""Stan"" (which samples Dido's ""Thank You""), Eminem tries to deal with his new fame, assuming the persona of a deranged fan who kills himself and his pregnant girlfriend (mirroring ""'97 Bonnie & Clyde"" from The Slim Shady LP).[21]",eminem.txt,True
"The music magazine Q called ""Stan"" the third-greatest rap song ever,[52] and it was ranked tenth in a Top40-Charts.com survey.[53] The song has since been ranked 296th on Rolling Stone's ""500 Greatest Songs of All Time"" list.[54] In July 2000, Eminem was the first white artist to appear on the cover of The Source.[34] The Marshall Mathers LP was certified Diamond by the RIAA in March 2011 and sold 21 million copies worldwide.[55]",eminem.txt,True
"In 2000 Eminem also appeared in the Up in Smoke Tour with rappers Dr. Dre, Snoop Dogg, Xzibit and Ice Cube[56] and the Family Values Tour with Limp Bizkit,[57] headlining the Anger Management Tour with Papa Roach, Ludacris and Xzibit. Eminem performed with Elton John at the 43rd Grammy Awards ceremony in 2001,[58] with the Gay & Lesbian Alliance Against Defamation (GLAAD, an organization which considered Eminem's lyrics homophobic) condemning John's decision to perform with Eminem.[59] Entertainment Weekly placed the appearance on its end-of-decade ""best-of"" list: ""It was the hug heard 'round the world. Eminem, under fire for homophobic lyrics, shared the stage with a gay icon for a performance of 'Stan' that would have been memorable in any context.""[60] On February 21, the day of the awards ceremony, GLAAD held a protest outside the Staples Center (the ceremony's venue).[61] Eminem was also the only guest artist to appear on fellow rapper Jay-Z's critically acclaimed album The Blueprint, producing and rapping on the song ""Renegade"".[62]",eminem.txt,True
"The Eminem Show was released in May 2002. It was another success, reaching number one on the charts and selling over 1.332 million copies during its first full week.[40] The album's single, ""Without Me"", denigrates boy bands, Limp Bizkit, Dick and Lynne Cheney, Moby and others. The Eminem Show, certified Diamond by the RIAA, examines the effects of Eminem's rise to fame, his relationship with his wife and daughter and his status in the hip hop community, addressing an assault charge brought by a bouncer he saw kissing his wife in 2000. Stephen Thomas Erlewine of AllMusic found The Eminem Show less inflammatory than The Marshall Mathers LP.[63] L. Brent Bozell III, who had criticized The Marshall Mathers LP for misogynistic lyrics, noted The Eminem Show's extensive use of obscenity and called Eminem ""Eminef"" for the prevalence of the word ""motherfucker"" on the album.[64] The Eminem Show sold 27 million copies worldwide[55] and was the bestselling album of 2002.[65]",eminem.txt,True
"2003–2007: production work, Encore and musical hiatus",eminem.txt,True
Eminem on the Anger Management Tour in 2003,eminem.txt,True
"In 2003, Eminem, a lifelong fan of Tupac,[66] provided production work for three tracks on the Tupac Resurrection soundtrack.[67] He would follow this up the next year by producing 12 of the 16 tracks on Tupac's Loyal to the Game album.[67] On December 8, 2003, the United States Secret Service said that it was ""looking into"" allegations that Eminem had threatened the President of the United States.[68] The cause for concern was the lyrics of ""We As Americans"" (""Fuck money / I don't rap for dead presidents / I'd rather see the president dead / It's never been said, but I set precedents""), which was later released on a bonus CD with the deluxe edition of Encore.[69]",eminem.txt,True
"Encore, released in 2004, was another success, but not as successful as his previous albums. Its sales were partially driven by the first single, ""Just Lose It"", which contained slurs directed toward Michael Jackson. On October 12, 2004, a week after the release of ""Just Lose It"", Jackson phoned Steve Harvey's radio show, The Steve Harvey Morning Show, to report his displeasure with its video (which parodies Jackson's child molestation trial, plastic surgery and the 1984 incident when Jackson's hair caught fire during the filming of a commercial). In the song, Eminem says, ""That's not a stab at Michael / That's just a metaphor / I'm just psycho."" Many of Jackson's friends and supporters spoke out against the video, including Stevie Wonder, who described it as ""kicking a man while he's down"" and ""bullshit"",[70] and Steve Harvey (who said, ""Eminem has lost his ghetto pass. We want the pass back"").[70] The video also parodied Pee-wee Herman, MC Hammer and Madonna during her Blond Ambition period.[71] ""Weird Al"" Yankovic, who parodied the Eminem song ""Lose Yourself"" on ""Couch Potato"" for his 2003 album Poodle Hat, told the Chicago Sun-Times about Jackson's protest: ""Last year, Eminem forced me to halt production on the video for my 'Lose Yourself' parody because he somehow thought that it would be harmful to his image or career. So the irony of this situation with Michael is not lost on me.""[72] Although Black Entertainment Television stopped playing the video, MTV announced that it would continue to air it. The Source, through CEO Raymond ""Benzino"" Scott, called for the video to be pulled, the song removed from the album and Eminem to apologize publicly to Jackson.[73] In 2007, Jackson and Sony bought Famous Music from Viacom, giving him the rights to songs by Eminem, Shakira, Beck and others.[74]",eminem.txt,True
"Despite its lead single's humorous theme, Encore explored serious subject matter with the anti-war song ""Mosh"", which criticized President George W. Bush as ""This weapon of mass destruction that we call our president"", with lyrics including ""Fuck Bush.""[75] On October 25, 2004, a week before the 2004 US Presidential election, Eminem released the video for ""Mosh"" on the Internet.[76] In it, Eminem gathers an army (including rapper Lloyd Banks) of Bush-administration victims and leads them to the White House. When they break in, it is learned that they are there to register to vote; the video ends with ""VOTE Tuesday November 2."" After Bush's reelection, the video's ending was changed to Eminem and the protesters invading the White House during a speech by the president.[77] Also in 2004 Eminem launched a satellite music channel, Shade 45, on Sirius radio,[78] which was described by his manager as ""essentially a destination to get and hear things that other people aren't playing.""[79]",eminem.txt,True
"Eminem began his first US concert tour in three years in the summer of 2005 with the Anger Management 3 Tour, featuring 50 Cent, G-Unit, Lil Jon, D12, Obie Trice and the Alchemist, but in August, Eminem canceled the European leg of the tour, later announcing that he had entered drug rehabilitation for treatment of a ""dependency on sleep medication"".[80] Meanwhile, industry insiders speculated that Eminem was considering retirement, while rumors circulated that a double album titled The Funeral would be released.[81] In July, the Detroit Free Press reported a possible final bow for Eminem as a solo performer, quoting members of his inner circle as saying that he would embrace the roles of producer and label executive.[82] A greatest hits album, Curtain Call: The Hits, was released on December 6, 2005, by Aftermath Entertainment,[83] and sold nearly 441,000 copies in the US in its first week, marking Eminem's fourth consecutive number-one album on the Billboard Hot 200,[84] and was certified double platinum by the RIAA.[85] However, Eminem suggested that month on WKQI's ""Mojo in the Morning"" show that he would be taking a break as an artist: ""I'm at a point in my life right now where I feel like I don't know where my career is going ... This is the reason that we called it 'Curtain Call' because this could be the final thing. We don't know.""[86]",eminem.txt,True
Proof's death in 2006 was one of the factors that caused Eminem to fall into depression during his five-year hiatus.[87],eminem.txt,True
"In April 2006, Proof, who was Eminem's childhood friend, was murdered.[88] Eight months later, Eminem released a compilation album titled Eminem Presents: The Re-Up that featured Proof and other Shady Records artists.[citation needed]",eminem.txt,True
2007–2009: comeback and Relapse,eminem.txt,True
"In September 2007, Eminem called New York radio station WQHT during an interview with 50 Cent, saying that he was ""in limbo"" and ""debating"" about when (or if) he would release another album: ""I'm always working—I'm always in the studio. It feels good right now, the energy of the label. For a while, I didn't want to go back to the studio ... I went through some personal things. I'm coming out of those personal things [and] it feels good.""[89]",eminem.txt,True
"Eminem appeared on his Shade 45 Sirius channel in September 2008, saying: ""Right now I'm kinda just concentrating on my own stuff, for right now and just banging out tracks and producing a lot of stuff. You know, the more I keep producing the better it seems like I get 'cause I just start knowing stuff.""[90] Interscope confirmed that a new album[91] would be released in spring 2009.[92] In December 2008, Eminem provided more details about the album, entitled Relapse: ""Me and Dre are back in the lab like the old days, man. Dre will end up producing the majority of the tracks on 'Relapse'. We are up to our old mischievous ways ... let's just leave it at that.""[93]",eminem.txt,True
"According to a March 5, 2009, press release, Eminem would release two new albums that year. Relapse, the first, was released on May 19; its first single and music video, ""We Made You"", had been released on April 7.[94] Although Relapse did not sell as well as Eminem's previous albums and received mixed reviews, it was a commercial success and re-established his presence in the hip hop world. It sold more than five million copies worldwide.[95] On October 30 he headlined at the Voodoo Experience in New Orleans, his first full performance of the year.[96] Eminem's act included several songs from Relapse, many of his older hits and an appearance by D12. On November 19, he announced on his website that Relapse: Refill would be released on December 21. The album was a re-release of Relapse with seven bonus tracks, including ""Forever"" and ""Taking My Ball"". Eminem described the CD:",eminem.txt,True
"I want to deliver more material for the fans this year like I originally planned ... Hopefully, these tracks on The Refill will tide the fans over until we put out Relapse 2 next year ... I got back in with Dre and then a few more producers, including Just Blaze, and went in a completely different direction which made me start from scratch. The new tracks started to sound very different than the tracks I originally intended to be on Relapse 2, but I still want the other stuff to be heard.[97]",eminem.txt,True
2009–2011: Recovery and Bad Meets Evil reunion,eminem.txt,True
"Eminem onstage in a white shirt, gray jacket and baseball cap",eminem.txt,True
Eminem performing with D12 in May 2009,eminem.txt,True
"On April 14, 2010, Eminem tweeted: ""There is no Relapse 2"". Although his followers thought he was not releasing an album, he had changed its title to Recovery and confirmed this by tweeting ""Recovery"" with a link to his website. He said:",eminem.txt,True
"I had originally planned for Relapse 2 to come out last year. But as I kept recording and working with new producers, the idea of a sequel to Relapse started to make less and less sense to me, and I wanted to make a completely new album. The music on Recovery came out very different from Relapse, and I think it deserves its own title.[98]",eminem.txt,True
"Recorded from 2009 to 2010, Recovery was released on June 18.[98] In the US, Recovery sold 741,000 copies during its first week, topping the Billboard 200 chart.[99][100] Eminem's sixth consecutive US number-one album also topped the charts in several other countries. Recovery remained atop the Billboard 200 chart for five consecutive weeks of a seven-week total.[101]",eminem.txt,True
"Billboard reported that it was the bestselling album of 2010, making Eminem the first artist in Nielsen SoundScan history with two year-end bestselling albums.[102] Recovery is the bestselling digital album in history.[103] Its first single, ""Not Afraid"", was released on April 29 and debuted atop the Billboard Hot 100; its music video was released on June 4.[104] ""Not Afraid"" was followed by ""Love the Way You Lie"", which debuted at number two before rising to the top.[105] Although ""Love the Way You Lie"" was the bestselling 2010 single in the United Kingdom, it did not reach number one (the first time this has happened in the UK since 1969).[106] Despite criticism of its inconsistency, Recovery received positive reviews from most critics. As of November 21, 2010, the album had US sales of three million copies.[107] Recovery was the bestselling album worldwide in 2010, joining 2002's bestseller The Eminem Show to give Eminem two worldwide year-end number-one albums.[108] With Recovery, Eminem broke the record for the most successive US number-one albums by a solo artist.[109]",eminem.txt,True
"He appeared at the 2010 BET Awards,[110] performing ""Not Afraid"" and ""Airplanes, Part II"" with B.o.B and Keyshia Cole. Later that year, he performed at the Activison E3 concert. In June, Eminem and Jay-Z announced they would perform together in Detroit and New York City, at concerts called The Home & Home Tour. The first two concerts quickly sold out, prompting an additional show in each city.[111] BET called Eminem the number-one rapper of the 21st century.[112] He opened the 2010 MTV Video Music Awards on September 12, performing ""Not Afraid"" and ""Love the Way You Lie"" with Rihanna singing the choruses.[113] Due to the success of Recovery and the Home & Home Tour, Eminem was named the 2010 Hottest MC in the Game by MTV[114] and Emcee of the Year by the online magazine HipHopDX.[115] He and Rihanna again collaborated on ""Love the Way You Lie (Part II)"", the sequel of their hit single. Unlike the original, Rihanna is the lead vocalist and it is sung from the female perspective.[116] In December 2010, the ""Great Eminem Recovery"" was number one on Billboard's Top 25 Music Moments of 2010.[117] He appeared at the 2011 Grammy Awards on February 13, performing ""Love the Way You Lie (Part II)"" with Rihanna and Adam Levine and ""I Need a Doctor"" with Dr. Dre and Skylar Grey.[118] That month it was announced that ""Space Bound"" would be the fourth single from Recovery, with a music video featuring former porn actress Sasha Grey;[119][120] the video was released June 24 on the iTunes Store.[121]",eminem.txt,True
Eminem performing at Lollapalooza 2011,eminem.txt,True
"In 2010, Eminem again began collaborating with Royce da 5'9"" on their first EP as Bad Meets Evil; the duo formed in 1998. The EP, Hell: The Sequel, was released on June 14, 2011.[122] Eminem was featured on Royce da 5'9""'s ""Writer's Block"", released on April 8, 2011.[123] On May 3 they released the lead single ""Fast Lane"" from their upcoming EP and a music video was filmed.[124] In March 2011, within days of each other, The Eminem Show and The Marshall Mathers LP were certified diamond by the RIAA; Eminem is the only rapper with two diamond-certified albums.[125] With more than 60 million ""likes"" he was the most-followed person on Facebook, outscoring Lady Gaga, Justin Bieber, Rihanna and Michael Jackson.[126] Eminem was the first artist in five years with two number-one albums (Recovery and Hell: The Sequel) in a 12-month period.[127] Early in 2011 he leaked ""2.0 Boys"", on which Yelawolf and Slaughterhouse collaborated when they signed with Shady Records in January and performed it in April.[128] Bad Meets Evil released their next single, ""Lighters"", on July 6 and its music video in late August.[129] On August 6, Eminem performed several songs from throughout his career at Lollapalooza with the artists who had been featured on each song.[130]",eminem.txt,True
2012–2014: The Marshall Mathers LP 2,eminem.txt,True
"Eminem announced on May 24, 2012, that he was working on his next album,[131] scheduled for release the following year.[132] Without a title or release date, it was included on a number of ""Most Anticipated Albums of 2013"" lists (including MTV); Complex ranked it sixth and XXL fifth.[133]",eminem.txt,True
"On August 14, ""Survival"", featuring Liz Rodrigues and produced by DJ Khalil, premiered in the multi-player trailer for the video game Call of Duty: Ghosts. According to a press release, the first single from Eminem's eighth album would be released soon.[134][135] During the 2013 MTV Video Music Awards, it was announced that the album would be entitled The Marshall Mathers LP 2 (following The Marshall Mathers LP) and was scheduled for release on November 5.[136] Its lead single, ""Berzerk"", was released on August 25 and debuted at number three on the Billboard Hot 100 chart. Three more singles followed: ""Survival"" (appearing on the Call of Duty: Ghosts trailer),[137] ""Rap God"" and ""The Monster"" (with Rihanna).",eminem.txt,True
"The album was released on November 5, by Aftermath Entertainment, Shady Records and Interscope Records. Its standard version had 16 tracks and the deluxe version included a second disc with five additional tracks. The Marshall Mathers LP 2 was Eminem's seventh album to debut atop the Billboard 200 and had the year's second-largest first-week sales.[138][139] He was the first artist since the Beatles to have four singles in the top 20 of the Billboard Hot 100.[140][141][142] In the United Kingdom, The Marshall Mathers LP 2 debuted at number one on the UK Albums Chart. The first American artist with seven consecutive UK number-one albums, he is tied with the Beatles for second place for the most consecutive chart-topping UK albums.[143][144][145] The album secured Eminem's position as Canada's bestselling artist and was 2013's bestselling album.[146]",eminem.txt,True
"On November 3, Eminem was named the first YouTube Music Awards Artist of the Year,[147] and a week later he received the Global Icon Award at the 2013 MTV Europe Music Awards.[148] On June 10, it was announced that Eminem was the first artist to receive two digital diamond certifications—sales and streams of 10 million and above—by the RIAA (for ""Not Afraid"" and ""Love the Way You Lie"").[149] On July 11 and 12, Eminem played two concerts in Wembley Stadium.[150] At the 57th Grammy Awards, he received Best Rap Album award for The Marshall Mathers LP 2 and Best Rap/Sung Collaboration (with Rihanna) for ""The Monster"".[151][152][153]",eminem.txt,True
2014–2016: Shady XV and Southpaw,eminem.txt,True
"Eminem performing at the Concert for Valor in Washington, D.C. in 2014",eminem.txt,True
"In the summer of 2014, Eminem and Rosenberg began using the hashtag #SHADYXV on social networking sites and Eminem wore a T-shirt with the hashtag onstage.[154] This was later revealed to be the name of an upcoming Shady Records compilation.[155] Shortly afterwards the first single from the album (""Guts Over Fear"", featuring singer-songwriter Sia)[156] was released and the album's track list was released on October 29.[157] Shady Records released a cypher to promote the album, in which Eminem did a seven-minute freestyle. ""Detroit vs. Everybody"" (the album's second single), with Eminem, Dej Loaf, Royce da 5'9"", Danny Brown, Big Sean and Trick-Trick, was released on November 11.[158] Shady XV, released on November 24 during Black Friday week,[159] consists of one greatest-hits disc and one disc of new material by Shady Records artists such as D12, Slaughterhouse, Bad Meets Evil and Yelawolf. The album debuted at number three on the Billboard 200 chart, with first-week sales of 138,000 copies in the United States.[160]",eminem.txt,True
